,Title,Category,Room Count,Floor,Area,Updated At,Price,Location
767,ÇINAR MAH  2+1 TEMİZ DAİRE,homeDaire,weekend2+1,layers2. Kat,texture95 m2,event19 Ağustos,2.475.000 TL,İstanbul - Bağcılar - Çınar Mh.
768,Kocasinanda satılık daire,homeDaire,weekend2+1,layers1. Kat,texture100 m2,event19 Ağustos,3.950.000 TL,İstanbul - Bahçelievler - Kocasinan Merkez Mh.
769,İDEALTEPE SAHİL'DE SİTE İÇERİSİNDE GENİŞ ULTRA LÜX 3+1 DAİRE,homeDaire,weekend3+1,layers2. Kat,texture162 m2,event17 Ağustos,12.500.000 TL,İstanbul - Maltepe - İdealtepe Mh.
770,Park mavera 3 satilik 5+1 daire 3 banyolu boş,homeDaire,weekend5+1,layers12. Kat,texture227 m2,event17 Ağustos,17.800.000 TL,İstanbul - Başakşehir - Kayabaşı Mh.
771,Üsküdar Ferah Mah Yüksek Giriş 2+1 Satılık Daire Ent@ Eml@k,homeDaire,weekend2+1,layersYüksek giriş,texture110 m2,event17 Ağustos,4.200.000 TL,İstanbul - Üsküdar - Ferah Mh.
772,LOFT'tan KANARYA'da 1+1 70m² SATILIK KELEPİR YATIRIMLIK DAİRE,homeDaire,weekend1+1,layers3. Kat,texture75 m2,event20 Ağustos,1.000.000 TL,İstanbul - Küçükçekmece - Kanarya Mh.
773,Planet'ten Deniz Manzaralı İçi Komple Sıfırlanmış 3+1 Ara Kat Dai,homeDaire,weekend3+1,layers2. Kat,texture91 m2,event17 Ağustos,7.500.000 TL,İstanbul - Adalar - Maden Mh.
774,Bahçelievler Cumhuriyet mah de satılık 65m² 1+1- bahçe kat daire,homeDaire,weekend1+1,layersBahçe katı,texture65 m2,event20 Ağustos,1.700.000 TL,İstanbul - Bahçelievler - Cumhuriyet Mh.
775,50.YIL DA CADDE ÜZERİ ACİL SATILIK 2+1 DAİRE,homeDaire,weekend2+1,layers4. Kat,texture85 m2,event17 Ağustos,2.590.000 TL,İstanbul - Sultangazi - 50. Yıl Mh.
776,KANDİLLİ'DE MANZARALI MÜSTAKİL HAVUZLU ASANSÖRLÜ ÖZEL VİLLA,homeVilla,weekend7+2,N/A,texture750 m2,event17 Ağustos,125.000.000 TL,İstanbul - Üsküdar - Kandilli Mh.
777,ŞEREF EMLAK EYÜP DÜĞMECİLER SATILIK LÜKS DAİRE 4.950.000 TL,homeDaire,weekend2+1,layers1. Kat,texture130 m2,event17 Ağustos,4.950.000 TL,İstanbul - Eyüpsultan - Düğmeciler Mh.
778,329m2 Villa - Deniz'e 3 dakika - Bahce - Teras - Veranda,homeYazlık,weekend5+2,layersVilla tipi,texture329 m2,event17 Ağustos,55.701.354 TL,İstanbul - Silivri - Semizkumlar Mh.
779,Büyükçekmece Dizdariye Mah Lüks Yeni Binada 2+1 Uygun Fiyata Dai,homeDaire,weekend2+1,layersYüksek giriş,texture85 m2,event20 Ağustos,3.300.000 TL,İstanbul - Büyükçekmece - Dizdariye Mh.
780,SEMT BAHÇEKENT 3.ETAP 170M2 SATILIK 3+1 DAİRE 6.250.000 TL,homeDaire,weekend3+1,layers4. Kat,texture170 m2,event17 Ağustos,6.250.000 TL,İstanbul - Esenyurt - Orhan Gazi Mh.
781,YALÇINTEPE REZİDANS 86M2 SATILIK 1+1 FIRSAT DAİRE 2.050.000 TL,homeDaire,weekend1+1,layers13. Kat,texture86 m2,event17 Ağustos,2.050.000 TL,İstanbul - Esenyurt - Koza Mh.
782,BAYRAMPAŞA CEVATPAŞADA 3+1 BOYUTUNDA GENİŞ FERAH 2+1 BALKONLU,homeDaire,weekend2+1,layersYüksek giriş,texture105 m2,event17 Ağustos,4.190.000 TL,İstanbul - Bayrampaşa - Cevatpaşa Mh.
783,ÜÇ KARDEŞLER'DEN MALKOÇOĞLU MH SATILIK 105M2 BAHÇEKAT DAİRE,homeDaire,weekend2+1,layersBahçe katı,texture105 m2,event19 Ağustos,1.875.000 TL,İstanbul - Sultangazi - Malkoçoğlu Mh.
784,AVCILAR SATILIK 2+1 ACİL SATILIK DAİRE,homeDaire,weekend2+1,layersYüksek giriş,texture105 m2,event17 Ağustos,2.600.000 TL,İstanbul - Avcılar - Cihangir Mh.
785,Kayışdağı'nda Bir Daire Fiyatına 2 Daire 5+2 for SALE,homeDaire,weekend5+2,layers2. Kat,texture240 m2,event17 Ağustos,5.750.000 TL,İstanbul - Ataşehir - Kayışdağı Mh.
786,Kelepir 3+1 kartal uğurmumcu site içi Daire,homeDaire,weekend3+1,layers6. Kat,texture108 m2,event18 Ağustos,2.925.000 TL,İstanbul - Pendik - Orhangazi Mh.
787,Sahibinden 2+1,homeDaire,weekend2+1,layersDüz Giriş (Zemin),texture85 m2,event17 Ağustos,2.500.000 TL,İstanbul - Üsküdar - Murat Reis Mh.
788,ÜÇ KARDEŞLER'DEN GAZİ MH'DE SATILIK 2+1 95M2 SÜPER  1.KAT DAİRE,homeDaire,weekend2+1,layers1. Kat,texture95 m2,event19 Ağustos,2.450.000 TL,İstanbul - Sultangazi - Gazi Mh.
789,KAÇMAZ'dan Küçükyalı Telekomda Sıfır Ara Katta 1+1,homeDaire,weekend1+1,layers1. Kat,texture70 m2,event17 Ağustos,4.350.000 TL,İstanbul - Maltepe - Çınar Mh.
790,TELSİZDE MERKEZİ KONUMDA YATIRMLIK 3+1 ÇİFT CEPHE FIRSAT DAİRE,homeDaire,weekend3+0,layers4. Kat,texture135 m2,event17 Ağustos,2.580.000 TL,İstanbul - Zeytinburnu - Telsiz Mh.
791,SONSUZ'dan ADNAN KAHVECİDE LÜKS TASARIMLI 3+1 DUBLEKS DAİRE,homeDaire,weekend3+1,layers3. Kat,texture140 m2,event19 Ağustos,3.150.000 TL,İstanbul - Beylikdüzü - Adnan Kahveci Mh.
792,SONSUZ YAPI DAN BÖLGE NİN ŞIK GENİŞ KELEPİR 3+1 DAİRESİ,homeDaire,weekend3+1,layers2. Kat,texture140 m2,event19 Ağustos,2.550.000 TL,İstanbul - Beylikdüzü - Yakuplu Mh.
793,SONSUZ YAPI DAN MERKEZİ KONUM DA BUTİK SİTE İÇİNDE 2+1 DAİRE,homeDaire,weekend2+1,layers2. Kat,texture120 m2,event19 Ağustos,3.250.000 TL,İstanbul - Beylikdüzü - Kavaklı Mh.
794,PENDİK GÖZDAĞINDA ARA KAT İSKANLI 2+1 DAİRE,homeDaire,weekend2+1,layers3. Kat,texture90 m2,event17 Ağustos,2.950.000 TL,İstanbul - Pendik - Dumlupınar Mh.
795,MEHTERÇEŞME UFUK CADDESİ ÜZERİNDE LÜKS DEKORLU 2+1 FIRSAT FİYAT,homeDaire,weekend2+1,layersBahçe katı,texture110 m2,event17 Ağustos,1.490.000 TL,İstanbul - Esenyurt - Mehterçeşme Mh.
796,ESENYURT DEVLET HASTANESİNE CEPHE 2+1 ARAKAT SATILIK DAİRE,homeDaire,weekend2+1,layers2. Kat,texture110 m2,event17 Ağustos,1.750.000 TL,İstanbul - Esenyurt - Pınar Mh.
797,LF İMAJ'DAN SUADİYE KAVİSLİ SOKAKTA YATIRIMLIK 3+1,homeDaire,weekend3+1,layers3. Kat,texture120 m2,event20 Ağustos,6.500.000 TL,İstanbul - Kadıköy - Suadiye Mh.
798,DESTAN-971 KOCAMUSTAFAPAŞA SİLİVRİKAPI SHOW MARKET CİVARI 3+1 OR,homeDaire,weekend3+1,layers2. Kat,texture125 m2,event17 Ağustos,4.600.000 TL,İstanbul - Fatih - Silivrikapı Mh.
799,ACİL İHTİYAÇTAN FİYAT DÜŞTÜ! TURGUT REİS MAH'DE 52 M² YÜKSEK ARSA,homeDaire,weekend2+1,layersDüz Giriş (Zemin),texture100 m2,event19 Ağustos,1.480.000 TL,İstanbul - Sultanbeyli - Turgut Reis Mh.
800,ERTUĞRULGAZİ MAH 350 M2 ARSA İÇİNDE YATIRIMLI 2+1 MÜSTAKİL EV,homeMüstakil Ev,weekend2.5+1,N/A,texture350 m2,event20 Ağustos,7.500.000 TL,İstanbul - Pendik - Ertuğrul Gazi Mh.
801,ÜÇ KARDEŞLER'DEN CEBECİ MH'DE SATILIK 2+1 95M2 FIRSAT YÜKSEK GİR,homeDaire,weekend2+1,layersYüksek giriş,texture95 m2,event17 Ağustos,2.495.000 TL,İstanbul - Sultangazi - Cebeci Mh.
802,Habibler Mah. HAKANLAR İNŞAATTAN Satılık 120 m2 3+1 Ara Kat Dair,homeDaire,weekend3+1,layers3. Kat,texture125 m2,event17 Ağustos,4.500.000 TL,İstanbul - Sultangazi - Habibler Mh.
803,GÜZELYURT MAH. METROBÜS DİBİNDE 2+1 ŞIK DEKORLU FIRSAT DAİRE,homeDaire,weekend2+1,layersBahçe katı,texture110 m2,event17 Ağustos,1.490.000 TL,İstanbul - Esenyurt - Güzelyurt Mh.
804,FATİH EMLAK TAN 2+1 DÜZ GİRİŞ BALKONLU KREDİYE UYGUN SIFIR DAİRE,homeDaire,weekend2+1,layersDüz Giriş (Zemin),texture85 m2,event20 Ağustos,4.750.000 TL,İstanbul - Bahçelievler - Kocasinan Merkez Mh.
805,SAVAŞ EMLAK'TAN SATILIK 2+1 TERS DUBLEKS,homeDaire,weekend2+1,layersBahçe dublex,texture110 m2,event17 Ağustos,1.600.000 TL,İstanbul - Küçükçekmece - Mehmet Akif Mh.
806,FATİH EMLAK TAN 2 KAT 2+1 SIFIR DAİRE KREDİYE UYGUN ASANSÖRLÜ,homeDaire,weekend2+1,layers2. Kat,texture85 m2,event20 Ağustos,5.000.000 TL,İstanbul - Bahçelievler - Kocasinan Merkez Mh.
807,Soğanlık Metroya 10 Dk AraKat 3+1 İskanlı Kaçırılmaz Fırsat,homeDaire,weekend3+1,layers4. Kat,texture135 m2,event17 Ağustos,4.595.000 TL,İstanbul - Kartal - Soğanlık Yeni Mh.
808,ERENKÖY DE SIFIR 140 M2 KATTA TEK MARMARAYA CADDEYE ÇOK YAKIN PR,homeDaire,weekend3+1,layers2. Kat,texture140 m2,event20 Ağustos,16.600.000 TL,İstanbul - Kadıköy - Erenköy Mh.
809,FATİH EMLAK TAN 3+1 SIFIR BAHÇELİEVLER HİKAH DAİRESİNE YAKIN,homeDaire,weekend3+1,layers4. Kat,texture115 m2,event20 Ağustos,6.000.000 TL,İstanbul - Bahçelievler - Kocasinan Merkez Mh.
810,KOZYATAĞINDA KAT MÜLKİYET TAPU ÜÇ YAŞINDA MAL SAHİBİ OTURMAKTA F,homeDaire,weekend3+1,layers6. Kat,texture120 m2,event20 Ağustos,11.900.000 TL,İstanbul - Kadıköy - 19 Mayıs Mh.
811,TURYAP'TAN USAŞ SİTESİNDE İSKANLI OTOPARKLI 2+1 DAİRE,homeDaire,weekend2+1,layersYüksek giriş,texture90 m2,event17 Ağustos,1.390.000 TL,İstanbul - Avcılar - Ambarlı Mh.
812,ERZEN EMLAK İSTANBUL GAZİOSMANPAŞA YILDIZTABYA,homeDaire,weekend2+1,layersKot 2 (-2). Kat,texture85 m2,event17 Ağustos,1.600.000 TL,İstanbul - Gaziosmanpaşa - Yıldıztabya Mh.
813,BEYLİKDÜZÜ YAKUPLU MERKEZDE YÜKSEK GİRİŞ KOTTA ACIK MUTFAKLI EŞYA,homeDaire,weekend1+1,layersKot 1 (-1). Kat,texture70 m2,event18 Ağustos,1.500.000 TL,İstanbul - Beylikdüzü - Yakuplu Mh.
814,WEAL WORLD' den Bahçelievler de Satılık Yeni Site İçi Mükemmel D,homeDaire,weekend3+1,layers2. Kat,texture130 m2,event20 Ağustos,11.500.000 TL,İstanbul - Bahçelievler - Bahçelievler Mh.
815,"WEAL WORLD' den Bahçelievler Merkez E5 Yakını, Sıfır Lüks Dublek",homeDaire,weekend3+2,layersÇatı Dubleks,texture160 m2,event20 Ağustos,14.500.000 TL,İstanbul - Bahçelievler - Bahçelievler Mh.
816,MUĞLA EMLAKTAN KEÇEYOLUNDA 100M 2+1 ÇİFT BALKONLU 11YILLIK DAİRE,homeDaire,weekend2+1,layers1. Kat,texture100 m2,event17 Ağustos,3.295.000 TL,İstanbul - Gaziosmanpaşa - Bağlarbaşı Mh.
817,"WEAL WORLD' den Şirinevler Siyavuşpaşa Yakını, Genç Binada, 2+1,",homeDaire,weekend2+1,layers3. Kat,texture100 m2,event20 Ağustos,3.950.000 TL,İstanbul - Bahçelievler - Şirinevler Mh.
818,MİMAR DİNAN MAHALLESİNDE SATILIK 3+1 ÜST DUBLEKS,homeDaire,weekend3+1,layers2. Kat,texture120 m2,event17 Ağustos,3.890.000 TL,İstanbul - Sultanbeyli - Mimar Sinan Mh.
819,KOZYATAĞI BAYAR CADDESİ KOZZY AVM ARASI 3+1 BOŞ KAT MÜLKİYET TAP,homeDaire,weekend3+1,layers1. Kat,texture130 m2,event20 Ağustos,6.400.000 TL,İstanbul - Kadıköy - Kozyatağı Mh.
820,ALTINTEPEDE ULAŞIMLARA YAKIN GENÇBİNADA SATILIK TERS DUBLEKS 1+1,homeDaire,weekend1 Oda,layersYüksek giriş,texture85 m2,event17 Ağustos,3.300.000 TL,İstanbul - Maltepe - Altıntepe Mh.
821,Silivri Alibey Mahallesi'nde Satılık 3+1 Geniş ve Ferah Daire,homeDaire,weekend3+1,layers2. Kat,texture135 m2,event17 Ağustos,2.500.000 TL,İstanbul - Silivri - Alibey Mh.
822,"AVRUPA EMLAK TAN NİNE HATUN MAH 120 M² 3+1 2.KATASANSÖRLÜ,ÇİFT BA",homeDaire,weekend3+1,layers2. Kat,texture120 m2,event17 Ağustos,5.750.000 TL,İstanbul - Esenler - Nine Hatun Mh.
823,"AVRUPA EMLAK TAN NİNE HATUN MAH 105 M² 3+1 BAHÇE KAT,ÇİFT BANYOLU",homeDaire,weekend3+1,layersBahçe katı,texture105 m2,event17 Ağustos,3.000.000 TL,İstanbul - Esenler - Nine Hatun Mh.
824,MİMAR EMLAK'TAN MEHMET AKİFTE 1+0 TEK ODALI BODRUM DAİRE,homeDaire,weekendStüdyo,layersBahçe katı,texture25 m2,event17 Ağustos,230.000 TL,İstanbul - Küçükçekmece - Mehmet Akif Mh.
825,ACİL SATILIK ÖZEL PLAJLI YAZLIK EV,homeYazlık,weekend3+1,layersMüstakil,texture300 m2,event18 Ağustos,6.500.000 TL,İstanbul - Silivri - Semizkumlar Mh.
826,EGE EMLAKTAN KAĞITHANE ÇAĞLAYAN MH SATILIK  2+1 DAIRE,homeDaire,weekend2+1,layersBahçe katı,texture85 m2,event20 Ağustos,2.475.000 TL,İstanbul - Kağıthane - Çağlayan Mh.
827,AVCILARDA SATILIK DUBLEK 3+1 ÜST 1+1. . ALT 1+1,homeDaire,weekend3+1,layers3. Kat,texture165 m2,event19 Ağustos,4.500.000 TL,İstanbul - Avcılar - Gümüşpala Mh.
828,Moda Caferağa satılık daire 1+1 çatı dubleksi 80m2,homeDaire,weekend1+1,layers5. Kat,texture80 m2,event17 Ağustos,9.800.000 TL,İstanbul - Kadıköy - Caferağa Mh.
829,MİMAR SİNAN MAHALLESİNDE 3+1 SATILIK ÜST DUBLEKS,homeDaire,weekend3+1,layersÇatı katı,texture120 m2,event19 Ağustos,3.890.000 TL,İstanbul - Sultanbeyli - Mimar Sinan Mh.
830,İNÖNÜ CADDESİNDE BOŞ OTURUMA HAZIR BAKIMLI DAİRE,homeDaire,weekend2+1,layers10. Kat,texture95 m2,event20 Ağustos,4.950.000 TL,İstanbul - Kadıköy - 19 Mayıs Mh.
831,Sarıyer merkezde satılık daire,homeDaire,weekend1+1,layersDüz Giriş (Zemin),texture60 m2,event17 Ağustos,2.200.000 TL,İstanbul - Sarıyer - Sarıyer Merkez Mh.
832,MİMAR SİNAN MAHALLESİNDE 2+1 SATILIK DAİRE,homeDaire,weekend2+1,layers1. Kat,texture95 m2,event19 Ağustos,2.790.000 TL,İstanbul - Sultanbeyli - Mimar Sinan Mh.
833,İNŞAA YAPI'dan KAVAKLIDA SATILIK 2+1 MARİNAYA KOMŞU LÜKS DAİRE,homeDaire,weekend2+1,layers2. Kat,texture100 m2,event17 Ağustos,3.850.000 TL,İstanbul - Beylikdüzü - Kavaklı Mh.
834,İNŞAA YAPI'DAN BEYLİKDÜZÜNDE SATILIK 2+1 ARA KAT DAİRE FIRSATI,homeDaire,weekend2+1,layers1. Kat,texture90 m2,event17 Ağustos,2.149.000 TL,İstanbul - Beylikdüzü - Yakuplu Mh.
835,GÜZELYURT MAHALLESİNDE METROBÜSE 5'DK SATILIK BUTİK SİTE İÇİ 2+1,homeDaire,weekend2+1,layers3. Kat,texture140 m2,event17 Ağustos,3.650.000 TL,İstanbul - Esenyurt - Güzelyurt Mh.
836,Kozyatağı Şehrin İçinde Manzaralı Dubleks 5+1,homeDaire,weekend5+1,layers13. Kat,texture217 m2,event17 Ağustos,21.500.000 TL,İstanbul - Kadıköy - 19 Mayıs Mh.
837,3+1 KREDİYE UYGUN E-5 METROYA YAKIN YÜKSEK ARSA PAYLI SATILIK DA,homeDaire,weekend3+1,layersYüksek giriş,texture110 m2,event19 Ağustos,4.150.000 TL,İstanbul - Kartal - Orta Mh.
838,Emlakyap'tan Mavera Başakşehir'de 220m2 teras alanına sahip(kış b,homeDaire,weekend3+1,layers11. Kat,texture225 m2,event20 Ağustos,16.990.000 TL,İstanbul - Başakşehir - Başakşehir Mh.
839,İlke'den Site İçersinde Geniş Teraslı 210m2 4+2 Dubleks,homeDaire,weekend4+2,layers9. Kat,texture210 m2,event17 Ağustos,9.950.000 TL,İstanbul - Maltepe - Altayçeşme Mh.
840,İlke'den Site İçersinde Geniş Teraslı 210m2 4+2 Dubleks,homeDaire,weekend4+2,layers9. Kat,texture210 m2,event17 Ağustos,9.950.000 TL,İstanbul - Maltepe - Altayçeşme Mh.
841,ŞİFA MAHALLESİ'NDE E-5 E 15 DAKİKA YÜRÜME MESAFEDE SAHİBİNDEN SAT,homeDaire,weekend3+1,layers1. Kat,texture120 m2,event17 Ağustos,3.250.000 TL,İstanbul - Tuzla - Şifa Mh.
842,MST EMLAK KÜÇÜKKÖY ŞEMSIPAŞA MAH 2+1 SATILIK DAIRE,homeDaire,weekend2+1,layers2. Kat,texture110 m2,event17 Ağustos,2.600.000 TL,İstanbul - Gaziosmanpaşa - Şemsipaşa Mh.
843,ZÜBEYDE HANIM MAH'DE 3+1 130M² EBEVEYN BANYOLU ULTRA LÜKS DAİRE,homeDaire,weekend3+1,layers2. Kat,texture130 m2,event17 Ağustos,4.840.000 TL,İstanbul - Sultangazi - Zübeyde Hanım Mh.
844,Silivri Alibey Mahallesi'nde Satılık 2+1 Önü Açık Ferah Daire,homeDaire,weekend2+1,layers2. Kat,texture95 m2,event17 Ağustos,1.750.000 TL,İstanbul - Silivri - Alibey Mh.
845,Olimpiyat Cad Güvenlikli Site İçi AraKat Giyinme Odalı 3+1,homeDaire,weekend3+1,layers2. Kat,texture120 m2,event17 Ağustos,5.175.000 TL,İstanbul - Pendik - Çınardere Mh.
846,Müstakil Geniş Peyzajlı Deniz Manzaralı Satılık Malikane! - Füme,homeVilla,weekend9+ Oda,N/A,texture2450 m2,event19 Ağustos,225.000.000 TL,İstanbul - Beylikdüzü - Dereağzı Mh.
847,TURYAP' TAN ŞİŞLİ' DE ASANSÖRLÜ BİNADA GENİŞ ARA KAT 2+1 SATILIK,homeDaire,weekend2+1,layers4. Kat,texture90 m2,event20 Ağustos,2.990.000 TL,İstanbul - Şişli - İzzet Paşa Mh.
848,Adnan Kahveci'de Giyinme Odalı Geniş Bahçe Kullanımlı 4+1! -Füme,homeDaire,weekend4+1,layersDüz Giriş (Zemin),texture220 m2,event19 Ağustos,11.990.000 TL,İstanbul - Beylikdüzü - Adnan Kahveci Mh.
849,TOKGÖZ'DEN BAHÇELİEVLER SİYAVUŞPAŞA MERKEZİ KONUM SIFIR 3+1DAİRE,homeDaire,weekend3+1,layersBahçe katı,texture110 m2,event17 Ağustos,3.000.000 TL,İstanbul - Bahçelievler - Siyavuşpaşa Mh.
850,TOKGÖZ'DEN FERİT SELİM PAŞA CAD. YAKINI YENİ BİNA 2+1 DAİRE,homeDaire,weekend2+1,layers2. Kat,texture88 m2,event17 Ağustos,3.920.000 TL,İstanbul - Bahçelievler - Soğanlı Mh.
851,MİMAR EMLAK'TAN MEHMET AKİFTE GÜNEY CEPHE 1+1 1.KAT,homeDaire,weekend1+1,layers1. Kat,texture75 m2,event17 Ağustos,995.000 TL,İstanbul - Küçükçekmece - Mehmet Akif Mh.
852,SUADİYE'DE SATILIK DAİRE 3+1 EMSALSİZ FIRSAT BOŞ YILDIZ EMLAK'TA,homeDaire,weekend3+1,layers4. Kat,texture105 m2,event19 Ağustos,11.000.000 TL,İstanbul - Kadıköy - Suadiye Mh.
853,ESENYURT ÇINAR MAHALLESİNDE  2+1 110M2 SATILIK ARAKAT DAİRE,homeDaire,weekend2+1,layers2. Kat,texture110 m2,event20 Ağustos,2.220.000 TL,İstanbul - Esenyurt - Çınar Mh.
854,*Orhan Kurt* METROYA 3-4 DAKİKA YÜRÜME MESAFESİNDE GENİŞ 2+1,homeDaire,weekend2+1,layers1. Kat,texture90 m2,event17 Ağustos,4.100.000 TL,İstanbul - Ümraniye - Yukarı Dudullu Mh.
855,ÜSKÜDAR KÜÇÜK ÇAMLICA MAHLLESİ SADIKOĞLU ATRİUM SİTELERİNDE 6+2,homeVilla,weekend6+2,N/A,texture600 m2,event19 Ağustos,50.000.000 TL,İstanbul - Üsküdar - Küçük Çamlıca Mh.
856,ÜSKÜDAR BULGURLU'DA 3+1 110 m2 SATILIK DAİRE YILDIZ EMLAK' TAN,homeDaire,weekend3+1,layersBahçe katı,texture110 m2,event19 Ağustos,3.600.000 TL,İstanbul - Üsküdar - Bulgurlu Mh.
857,BEYLİKDÜZÜ ESENYURT SİTE İÇİNDE ULTRA LÜX 1+1 DAİRE,homeDaire,weekend1+1,layers4. Kat,texture85 m2,event17 Ağustos,1.399.000 TL,İstanbul - Güngören - Merkez Mh.
858,BEYLİKDÜZÜ ESENYURT SİTE İÇİNDE ULTRA LÜX 1+1 DAİRE,homeDaire,weekend1+1,layers4. Kat,texture85 m2,event17 Ağustos,1.399.999 TL,İstanbul - Esenyurt - Piri Reis Mh.
859,BU FIRSATI KAÇIRMAYIN! YENİ BİNADA 3. KAT 120M2 ACİL SATILIK!!,homeDaire,weekend2+1,layers3. Kat,texture110 m2,event17 Ağustos,1.189.000 TL,İstanbul - Esenyurt - Talatpaşa Mh.
860,BAŞKENT YAPI'DAN YAKUPLU'DA 2+1 BALKONLU ARAKAT DAİRE,homeDaire,weekend2+1,layers3. Kat,texture110 m2,event17 Ağustos,2.550.000 TL,İstanbul - Beylikdüzü - Yakuplu Mh.
861,BAŞKENT YAPI'DAN 1+1 KAPALI MUTFAK DİZAYNLI YÜKSEK GİRİŞ,homeDaire,weekend1+1,layersYüksek giriş,texture95 m2,event17 Ağustos,1.400.000 TL,İstanbul - Esenyurt - Akevler Mh.
862,BAŞKENT YAPI'DAN MERKEZİ KONUMDA DEVASA M2 2+1 SATILIK DAİRE,homeDaire,weekend2+1,layers1. Kat,texture130 m2,event17 Ağustos,1.990.000 TL,İstanbul - Esenyurt - Talatpaşa Mh.
863,ÇEKMEKÖY CUMHURİYET MH DE 2+1 85m2 SATILIK DAİRE,homeDaire,weekend2+1,layers2. Kat,texture95 m2,event20 Ağustos,3.150.000 TL,İstanbul - Çekmeköy - Cumhuriyet Mh.
864,Gümüşyaka Mithatpaşa sitesinde SATILIK 2+1 yazlık,homeYazlık,weekend2+1,layers4. Kat,texture90 m2,event17 Ağustos,1.950.000 TL,İstanbul - Silivri - Gümüşyaka Mh.
865,BEYLİKDÜZÜ ADAKENT'TE TADİLATLI-İSKANLI 3+1 ARAKAT SATILIK DAİRE,homeDaire,weekend3+1,layers6. Kat,texture165 m2,event19 Ağustos,4.075.000 TL,İstanbul - Beylikdüzü - Barış Mh.
866,BAYAR VE İNÖNÜ CAD. ARASINDA FERAH ÖNÜ AÇIK 3+1 SATILIK DAİRE,homeDaire,weekend3+1,layers8. Kat,texture140 m2,event17 Ağustos,6.250.000 TL,İstanbul - Kadıköy - 19 Mayıs Mh.
867,İstanbul ili Silivri ilçesi Gümüşyaka Mahallesi'nde,homeVilla,weekend3+1,N/A,texture340 m2,event17 Ağustos,15.500.000 TL,İstanbul - Silivri - Gümüşyaka Mh.
868,BARIŞ MAHALLESİNDE PARK MANZARALI FULL DEKORLU 3+1 SATILIK DAİRE,homeDaire,weekend3+1,layers13. Kat,texture165 m2,event19 Ağustos,4.550.000 TL,İstanbul - Beylikdüzü - Barış Mh.
869,Ümraniye N.Kemalde 1+1 Satılık 70M .Y.Giriş Kullanışlı  Daire No,homeDaire,weekend1+1,layersYüksek giriş,texture70 m2,event17 Ağustos,2.500.000 TL,İstanbul - Ümraniye - Namık Kemal Mh.
870,3 YILLIK BİNA ASANSÖRLÜ 1+1 .70 M2 .3 . KAT. SEVİNÇ EMLAKTAN.,homeDaire,weekend1+1,layers2. Kat,texture75 m2,event20 Ağustos,4.990.000 TL,İstanbul - Üsküdar - Murat Reis Mh.
871,SAHİBİNDEN 2+1 TERS DUBLEKS AYRI MUTFAKLI,homeDaire,weekend2+1,layersYüksek giriş,texture90 m2,event17 Ağustos,2.850.000 TL,İstanbul - Maltepe - Zümrütevler Mh.
872,ERBİLAY GAYRİMENKUL'DEN İNÖNÜ MAHALLESİNDE   3+1 SATILIK  DAİRE,homeDaire,weekend3+1,layersDüz Giriş (Zemin),texture110 m2,event17 Ağustos,4.250.000 TL,İstanbul - Ataşehir - İnönü Mh.
873,ŞİLE DÜZGÜN'DEN AĞLAYANKAYA PRESTİJ CADDESİ'NDE DENİZ MANZARALI,homeVilla,weekend3+2,N/A,texture245 m2,event19 Ağustos,16.500.000 TL,İstanbul - Şile - Balibey Mh.
874,KELEPİR DAİRE - KREDİYE UYGUN 2+1 EBEVYEN BANYOLU DAİRE-YENİBOSNA,homeDaire,weekend2+1,layers1. Kat,texture85 m2,event20 Ağustos,2.550.000 TL,İstanbul - Bahçelievler - Yenibosna Merkez Mh.
875,BUTİK SİTEDE DENİZ MANZARALI 3.KATTA GENİŞ 2+1 DAİRE,homeDaire,weekend2+1,layers3. Kat,texture120 m2,event17 Ağustos,2.640.000 TL,İstanbul - Beylikdüzü - Yakuplu Mh.
876,BEYLİKDÜZÜ MERKEZ'DE SİTEİÇİ YATIRIMA UYGUN 1+0 FIRSAT DAİRE...,homeDaire,weekendStüdyo,layers3. Kat,texture70 m2,event17 Ağustos,600.000 TL,İstanbul - Beylikdüzü - Cumhuriyet Mh.
877,KARABURUN'DA SATILIK VİLLA,homeVilla,weekend5+2,N/A,texture320 m2,event17 Ağustos,14.500.000 TL,İstanbul - Arnavutköy - Karaburun Mh.
878,YENİBOSNA DA KREDİYE UYGUN 2+1 EBEVYEN BANYOLU DAİRE,homeDaire,weekend2+1,layers1. Kat,texture85 m2,event17 Ağustos,2.550.000 TL,İstanbul - Bahçelievler - Zafer Mh.
879,ŞAHİN İNŞAAT'TAN HASTANEYE METROBÜSE 5'DK 2+1 ARAKAT DAİRE !!!,homeDaire,weekend2+1,layers3. Kat,texture111 m2,event17 Ağustos,775.000 TL,İstanbul - Beylikdüzü - Beylikdüzü OSB Mh.
880,SEEWORLD SİNPAŞ AQUA CİTY 2010 2+1 BOŞ BÜYÜK BALKONLU aquacity,homeDaire,weekend2+1,layers1. Kat,texture126 m2,event17 Ağustos,7.200.000 TL,İstanbul - Sancaktepe - Emek Mh.
881,YILDIZ DAN BİLAL HABEŞ CAMİİ YAKINI İSKANLI KREDİLİ 2+1 BAHÇE KAT,homeDaire,weekend2+1,layersBahçe katı,texture75 m2,event17 Ağustos,1.580.000 TL,İstanbul - Bahçelievler - Yenibosna Merkez Mh.
